        Time	      Z Scan	  Z Detector	       Force	     Current	
         sec	          µm	          µm	          nN	          nA	
3.1720e+000	 -1.4252e-001	7.2580e+000	 3.4221e+001	 3.0212e-002	 
3.1825e+000	 -1.4563e-001	7.2544e+000	 3.5004e+001	 2.9602e-002	 
3.1930e+000	 -1.4875e-001	7.2511e+000	 3.5656e+001	 3.0212e-002	 
3.2034e+000	 -1.5186e-001	7.2475e+000	 3.6394e+001	 2.9602e-002	 
3.2139e+000	 -1.5498e-001	7.2442e+000	 3.7095e+001	 2.7771e-002	 
3.2244e+000	 -1.5810e-001	7.2406e+000	 3.7778e+001	 2.8992e-002	 
3.2348e+000	 -1.6121e-001	7.2373e+000	 3.8447e+001	 2.8992e-002	 
3.2453e+000	 -1.6435e-001	7.2337e+000	 3.9251e+001	 2.9297e-002	 
3.2558e+000	 -1.6747e-001	7.2304e+000	 3.9909e+001	 2.8076e-002	 
3.2662e+000	 -1.7059e-001	7.2269e+000	 4.0547e+001	 2.9602e-002	 
3.2767e+000	 -1.7370e-001	7.2236e+000	 4.1324e+001	 2.9602e-002	 
3.2872e+000	 -1.7682e-001	7.2200e+000	 4.2103e+001	 2.8381e-002	 
3.2977e+000	 -1.7994e-001	7.2167e+000	 4.2716e+001	 2.8381e-002	 
3.3081e+000	 -1.8305e-001	7.2131e+000	 4.3304e+001	 2.9602e-002	 
3.3186e+000	 -1.8617e-001	7.2095e+000	 4.4065e+001	 2.9602e-002	 
3.3291e+000	 -1.8928e-001	7.2062e+000	 4.4844e+001	 2.8076e-002	 
3.3395e+000	 -1.9240e-001	7.2026e+000	 4.5499e+001	 2.9297e-002	 
3.3500e+000	 -1.9552e-001	7.1993e+000	 4.6209e+001	 2.9297e-002	 
3.3605e+000	 -1.9863e-001	7.1957e+000	 4.6905e+001	 2.8687e-002	 
3.3709e+000	 -2.0175e-001	7.1924e+000	 4.7702e+001	 3.0212e-002	 
3.3814e+000	 -2.0489e-001	7.1888e+000	 4.8368e+001	 2.8687e-002	 
3.3919e+000	 -2.0801e-001	7.1855e+000	 4.9130e+001	 2.8992e-002	 
3.4023e+000	 -2.1112e-001	7.1819e+000	 4.9880e+001	 2.8687e-002	 
3.4128e+000	 -2.1424e-001	7.1783e+000	 5.0473e+001	 2.7466e-002	 
3.4233e+000	 -2.1736e-001	7.1750e+000	 5.1325e+001	 2.8381e-002	 
3.4337e+000	 -2.2047e-001	7.1714e+000	 5.1872e+001	 3.0823e-002	 
3.4442e+000	 -2.2359e-001	7.1681e+000	 5.2629e+001	 2.9907e-002	 
3.4547e+000	 -2.2670e-001	7.1645e+000	 5.3442e+001	 2.6245e-002	 
3.4652e+000	 -2.2982e-001	7.1612e+000	 5.4121e+001	 6.4087e-003	 
3.4756e+000	 -2.3139e-001	7.1594e+000	 5.4674e+001	 -5.9509e-002	
3.4861e+000	 -2.3139e-001	7.1594e+000	 5.4662e+001	 -5.7678e-002	
3.4966e+000	 -2.3139e-001	7.1594e+000	 5.4868e+001	 -9.0027e-002	
3.5070e+000	 -2.3139e-001	7.1594e+000	 5.4862e+001	 -8.8806e-002	
3.5175e+000	 -2.3139e-001	7.1594e+000	 5.5129e+001	 -1.2115e-001	
3.5280e+000	 -2.3139e-001	7.1594e+000	 5.5242e+001	 -1.3123e-001	
3.5384e+000	 -2.3139e-001	7.1594e+000	 5.5289e+001	 -1.3428e-001	
3.5489e+000	 -2.3139e-001	7.1594e+000	 5.5370e+001	 -1.4069e-001	
3.5594e+000	 -2.3139e-001	7.1594e+000	 5.5464e+001	 -1.4435e-001	
3.5698e+000	 -2.3139e-001	7.1594e+000	 5.5539e+001	 -1.4954e-001	
3.5803e+000	 -2.3139e-001	7.1594e+000	 5.5595e+001	 -1.5015e-001	
3.5908e+000	 -2.3139e-001	7.1594e+000	 5.5628e+001	 -1.4954e-001	
3.6012e+000	 -2.3139e-001	7.1594e+000	 5.5728e+001	 -1.5259e-001	
3.6117e+000	 -2.3139e-001	7.1594e+000	 5.5747e+001	 -1.5137e-001	
3.6222e+000	 -2.3139e-001	7.1594e+000	 5.5844e+001	 -1.5320e-001	
3.6327e+000	 -2.3139e-001	7.1594e+000	 5.5833e+001	 -1.5289e-001	
3.6431e+000	 -2.3139e-001	7.1594e+000	 5.5894e+001	 -1.5625e-001	
3.6536e+000	 -2.3139e-001	7.1594e+000	 5.5880e+001	 -1.5625e-001	
3.6641e+000	 -2.3139e-001	7.1594e+000	 5.6008e+001	 -1.5778e-001	
3.6745e+000	 -2.3139e-001	7.1594e+000	 5.6072e+001	 -1.5747e-001	
3.6850e+000	 -2.3139e-001	7.1594e+000	 5.6119e+001	 -1.5686e-001	
3.6955e+000	 -2.3139e-001	7.1594e+000	 5.6116e+001	 -1.5656e-001	
3.7059e+000	 -2.3139e-001	7.1594e+000	 5.6269e+001	 -1.5747e-001	
3.7164e+000	 -2.3139e-001	7.1594e+000	 5.6205e+001	 -1.5656e-001	
3.7269e+000	 -2.3139e-001	7.1594e+000	 5.6163e+001	 -1.5839e-001	
3.7373e+000	 -2.3139e-001	7.1594e+000	 5.6163e+001	 -1.5808e-001	
3.7478e+000	 -2.3139e-001	7.1594e+000	 5.6183e+001	 -1.5839e-001	
3.7583e+000	 -2.3139e-001	7.1594e+000	 5.6360e+001	 -1.6052e-001	
3.7687e+000	 -2.3139e-001	7.1594e+000	 5.6399e+001	 -1.5869e-001	
3.7792e+000	 -2.3139e-001	7.1594e+000	 5.6408e+001	 -1.6022e-001	
3.7897e+000	 -2.3139e-001	7.1594e+000	 5.6377e+001	 -1.5747e-001	
3.8002e+000	 -2.3139e-001	7.1594e+000	 5.6399e+001	 -1.5747e-001	
3.8106e+000	 -2.3139e-001	7.1594e+000	 5.6532e+001	 -1.5961e-001	
3.8211e+000	 -2.3139e-001	7.1594e+000	 5.6624e+001	 -1.5991e-001	
3.8316e+000	 -2.3139e-001	7.1594e+000	 5.6649e+001	 -1.5808e-001	
3.8420e+000	 -2.3139e-001	7.1594e+000	 5.6643e+001	 -1.5991e-001	
3.8525e+000	 -2.3139e-001	7.1594e+000	 5.6607e+001	 -1.6052e-001	
3.8630e+000	 -2.3139e-001	7.1594e+000	 5.6810e+001	 -1.6052e-001	
3.8734e+000	 -2.3139e-001	7.1594e+000	 5.6743e+001	 -1.5961e-001	
3.8839e+000	 -2.3139e-001	7.1594e+000	 5.6935e+001	 -1.6144e-001	
3.8944e+000	 -2.3139e-001	7.1594e+000	 5.6824e+001	 -1.6083e-001	
3.9048e+000	 -2.3139e-001	7.1594e+000	 5.7018e+001	 -1.6022e-001	
3.9153e+000	 -2.3139e-001	7.1594e+000	 5.6885e+001	 -1.6235e-001	
3.9258e+000	 -2.3139e-001	7.1594e+000	 5.6838e+001	 -1.6144e-001	
3.9362e+000	 -2.3139e-001	7.1594e+000	 5.6832e+001	 -1.5961e-001	
3.9467e+000	 -2.3139e-001	7.1594e+000	 5.6929e+001	 -1.6144e-001	
3.9572e+000	 -2.3139e-001	7.1594e+000	 5.7051e+001	 -1.6235e-001	
3.9677e+000	 -2.3139e-001	7.1594e+000	 5.7071e+001	 -1.6174e-001	
3.9781e+000	 -2.3139e-001	7.1594e+000	 5.7065e+001	 -1.6266e-001	
3.9886e+000	 -2.3139e-001	7.1594e+000	 5.7109e+001	 -1.6113e-001	
3.9991e+000	 -2.3139e-001	7.1594e+000	 5.7293e+001	 -1.6388e-001	
4.0095e+000	 -2.3139e-001	7.1594e+000	 5.7182e+001	 -1.6266e-001	
4.0200e+000	 -2.3139e-001	7.1594e+000	 5.7112e+001	 -1.6144e-001	
4.0305e+000	 -2.3139e-001	7.1594e+000	 5.7204e+001	 -1.6296e-001	
4.0409e+000	 -2.3139e-001	7.1594e+000	 5.7306e+001	 -1.6327e-001	
4.0514e+000	 -2.3139e-001	7.1594e+000	 5.7384e+001	 -1.6266e-001	
4.0619e+000	 -2.3139e-001	7.1594e+000	 5.7395e+001	 -1.6357e-001	
4.0723e+000	 -2.3139e-001	7.1594e+000	 5.7193e+001	 -1.6235e-001	
4.0828e+000	 -2.3139e-001	7.1594e+000	 5.7451e+001	 -1.6327e-001	
4.0933e+000	 -2.3139e-001	7.1594e+000	 5.7487e+001	 -1.6602e-001	
4.1037e+000	 -2.3139e-001	7.1594e+000	 5.7348e+001	 -1.6266e-001	
4.1142e+000	 -2.3139e-001	7.1594e+000	 5.7326e+001	 -1.6327e-001	
4.1247e+000	 -2.3139e-001	7.1594e+000	 5.7520e+001	 -1.6357e-001	
4.1352e+000	 -2.3139e-001	7.1594e+000	 5.7501e+001	 -1.6266e-001	
4.1456e+000	 -2.3139e-001	7.1594e+000	 5.7434e+001	 -1.6296e-001	
4.1561e+000	 -2.3139e-001	7.1594e+000	 5.7428e+001	 -1.6327e-001	
4.1666e+000	 -2.3139e-001	7.1594e+000	 5.7409e+001	 -1.6449e-001	
4.1770e+000	 -2.3139e-001	7.1594e+000	 5.7545e+001	 -1.6266e-001	
4.1875e+000	 -2.3139e-001	7.1594e+000	 5.7442e+001	 -1.6479e-001	
4.1980e+000	 -2.3139e-001	7.1594e+000	 5.7531e+001	 -1.6388e-001	
4.2084e+000	 -2.3139e-001	7.1594e+000	 5.7709e+001	 -1.6357e-001	
4.2189e+000	 -2.3139e-001	7.1594e+000	 5.7750e+001	 -1.6571e-001	
4.2294e+000	 -2.3139e-001	7.1594e+000	 5.7595e+001	 -1.6418e-001	
4.2398e+000	 -2.3139e-001	7.1594e+000	 5.7534e+001	 -1.6357e-001	
4.2503e+000	 -2.3139e-001	7.1594e+000	 5.7645e+001	 -1.6479e-001	
4.2608e+000	 -2.3139e-001	7.1594e+000	 5.7711e+001	 -1.6388e-001	
4.2712e+000	 -2.3139e-001	7.1594e+000	 5.7689e+001	 -1.6479e-001	
4.2817e+000	 -2.3139e-001	7.1594e+000	 5.7834e+001	 -1.6418e-001	
4.2922e+000	 -2.3139e-001	7.1594e+000	 5.7803e+001	 -1.6388e-001	
4.3027e+000	 -2.3139e-001	7.1594e+000	 5.7864e+001	 -1.6510e-001	
4.3131e+000	 -2.3139e-001	7.1594e+000	 5.7792e+001	 -1.6449e-001	
4.3236e+000	 -2.3139e-001	7.1594e+000	 5.7792e+001	 -1.6541e-001	
4.3341e+000	 -2.3139e-001	7.1594e+000	 5.7828e+001	 -1.6724e-001	
4.3445e+000	 -2.3139e-001	7.1594e+000	 5.7828e+001	 -1.6479e-001	
4.3550e+000	 -2.3139e-001	7.1594e+000	 5.7822e+001	 -1.6663e-001	
4.3655e+000	 -2.3139e-001	7.1594e+000	 5.7831e+001	 -1.6541e-001	
4.3759e+000	 -2.3139e-001	7.1594e+000	 5.7797e+001	 -1.6541e-001	
4.3864e+000	 -2.3139e-001	7.1594e+000	 5.7931e+001	 -1.6510e-001	
4.3969e+000	 -2.3139e-001	7.1594e+000	 5.7761e+001	 -1.6479e-001	
4.4073e+000	 -2.3139e-001	7.1594e+000	 5.7675e+001	 -1.6449e-001	
4.4178e+000	 -2.3139e-001	7.1594e+000	 5.7800e+001	 -1.6510e-001	
4.4283e+000	 -2.3139e-001	7.1594e+000	 5.7831e+001	 -1.6632e-001	
4.4387e+000	 -2.3139e-001	7.1594e+000	 5.7961e+001	 -1.6663e-001	
4.4492e+000	 -2.3139e-001	7.1594e+000	 5.8003e+001	 -1.6479e-001	
4.4597e+000	 -2.3139e-001	7.1594e+000	 5.8080e+001	 -1.6541e-001	
4.4702e+000	 -2.3139e-001	7.1594e+000	 5.8000e+001	 -1.6510e-001	
4.4806e+000	 -2.3139e-001	7.1594e+000	 5.8031e+001	 -1.6663e-001	
4.4911e+000	 -2.3139e-001	7.1594e+000	 5.7911e+001	 -1.6602e-001	
4.5016e+000	 -2.3139e-001	7.1594e+000	 5.8053e+001	 -1.6815e-001	
4.5120e+000	 -2.3139e-001	7.1594e+000	 5.7981e+001	 -1.6632e-001	
4.5225e+000	 -2.3139e-001	7.1594e+000	 5.7922e+001	 -1.6571e-001	
4.5330e+000	 -2.3139e-001	7.1594e+000	 5.8014e+001	 -1.6693e-001	
4.5434e+000	 -2.3139e-001	7.1594e+000	 5.8136e+001	 -1.6571e-001	
4.5539e+000	 -2.3139e-001	7.1594e+000	 5.8128e+001	 -1.6541e-001	
4.5644e+000	 -2.3139e-001	7.1594e+000	 5.8158e+001	 -1.6602e-001	
4.5748e+000	 -2.3139e-001	7.1594e+000	 5.7994e+001	 -1.6632e-001	
4.5853e+000	 -2.3139e-001	7.1594e+000	 5.8044e+001	 -1.6602e-001	
4.5958e+000	 -2.3139e-001	7.1594e+000	 5.8164e+001	 -1.6571e-001	
4.6062e+000	 -2.3139e-001	7.1594e+000	 5.8105e+001	 -1.6754e-001	
4.6167e+000	 -2.3139e-001	7.1594e+000	 5.8258e+001	 -1.6602e-001	
4.6272e+000	 -2.3139e-001	7.1594e+000	 5.8308e+001	 -1.6663e-001	
4.6377e+000	 -2.3139e-001	7.1594e+000	 5.8319e+001	 -1.6632e-001	
4.6481e+000	 -2.3139e-001	7.1594e+000	 5.8336e+001	 -1.6724e-001	
4.6586e+000	 -2.3139e-001	7.1594e+000	 5.8377e+001	 -1.6785e-001	
4.6691e+000	 -2.3139e-001	7.1594e+000	 5.8319e+001	 -1.6754e-001	
4.6795e+000	 -2.3139e-001	7.1594e+000	 5.8336e+001	 -1.6754e-001	
4.6900e+000	 -2.3139e-001	7.1594e+000	 5.8311e+001	 -1.6693e-001	
4.7005e+000	 -2.3139e-001	7.1594e+000	 5.8352e+001	 -1.6663e-001	
4.7109e+000	 -2.3139e-001	7.1594e+000	 5.8178e+001	 -1.6724e-001	
4.7214e+000	 -2.3139e-001	7.1594e+000	 5.8216e+001	 -1.6754e-001	
4.7319e+000	 -2.3139e-001	7.1594e+000	 5.8388e+001	 -1.6815e-001	
4.7423e+000	 -2.3139e-001	7.1594e+000	 5.8508e+001	 -1.6846e-001	
4.7528e+000	 -2.3139e-001	7.1594e+000	 5.8216e+001	 -1.6846e-001	
4.7633e+000	 -2.3139e-001	7.1594e+000	 5.8325e+001	 -1.6754e-001	
4.7737e+000	 -2.3139e-001	7.1594e+000	 5.8386e+001	 -1.6754e-001	
4.7842e+000	 -2.3139e-001	7.1594e+000	 5.8424e+001	 -1.6754e-001	
4.7947e+000	 -2.3139e-001	7.1594e+000	 5.8280e+001	 -1.6693e-001	
4.8052e+000	 -2.3139e-001	7.1594e+000	 5.8316e+001	 -1.6815e-001	
4.8156e+000	 -2.3139e-001	7.1594e+000	 5.8474e+001	 -1.6724e-001	
4.8261e+000	 -2.3139e-001	7.1594e+000	 5.8461e+001	 -1.6846e-001	
4.8366e+000	 -2.3139e-001	7.1594e+000	 5.8472e+001	 -1.6785e-001	
4.8470e+000	 -2.3139e-001	7.1594e+000	 5.8527e+001	 -1.6785e-001	
4.8575e+000	 -2.3139e-001	7.1594e+000	 5.8555e+001	 -1.6815e-001	
4.8680e+000	 -2.3139e-001	7.1594e+000	 5.8325e+001	 -1.6754e-001	
4.8784e+000	 -2.3139e-001	7.1594e+000	 5.8397e+001	 -1.6693e-001	
4.8889e+000	 -2.3139e-001	7.1594e+000	 5.8399e+001	 -1.6571e-001	
4.8994e+000	 -2.3139e-001	7.1594e+000	 5.8455e+001	 -1.6724e-001	
4.9098e+000	 -2.3139e-001	7.1594e+000	 5.8522e+001	 -1.6632e-001	
4.9203e+000	 -2.3139e-001	7.1594e+000	 5.8677e+001	 -1.6876e-001	
4.9308e+000	 -2.3139e-001	7.1594e+000	 5.8560e+001	 -1.7059e-001	
4.9412e+000	 -2.3139e-001	7.1594e+000	 5.8580e+001	 -1.7059e-001	
4.9517e+000	 -2.3139e-001	7.1594e+000	 5.8621e+001	 -1.6815e-001	
4.9622e+000	 -2.3139e-001	7.1594e+000	 5.8530e+001	 -1.6907e-001	
4.9727e+000	 -2.3139e-001	7.1594e+000	 5.8588e+001	 -1.6754e-001	
4.9831e+000	 -2.3139e-001	7.1594e+000	 5.8527e+001	 -1.6907e-001	
4.9936e+000	 -2.3139e-001	7.1594e+000	 5.8544e+001	 -1.6937e-001	
5.0041e+000	 -2.3139e-001	7.1594e+000	 5.8522e+001	 -1.6907e-001	
5.0145e+000	 -2.3139e-001	7.1594e+000	 5.8430e+001	 -1.6815e-001	
5.0250e+000	 -2.3139e-001	7.1594e+000	 5.8491e+001	 -1.6876e-001	
5.0355e+000	 -2.3139e-001	7.1594e+000	 5.8535e+001	 -1.6876e-001	
5.0459e+000	 -2.3139e-001	7.1594e+000	 5.8677e+001	 -1.6937e-001	
5.0564e+000	 -2.3139e-001	7.1594e+000	 5.8760e+001	 -1.6846e-001	
5.0669e+000	 -2.3139e-001	7.1594e+000	 5.8716e+001	 -1.6815e-001	
5.0773e+000	 -2.3139e-001	7.1594e+000	 5.8644e+001	 -1.6937e-001	
5.0878e+000	 -2.3139e-001	7.1594e+000	 5.8680e+001	 -1.7090e-001	
5.0983e+000	 -2.3139e-001	7.1594e+000	 5.8705e+001	 -1.6968e-001	
5.1087e+000	 -2.3139e-001	7.1594e+000	 5.8494e+001	 -1.6937e-001	
5.1192e+000	 -2.3139e-001	7.1594e+000	 5.8513e+001	 -1.6815e-001	
5.1297e+000	 -2.3139e-001	7.1594e+000	 5.8696e+001	 -1.6846e-001	
5.1402e+000	 -2.3139e-001	7.1594e+000	 5.8724e+001	 -1.6754e-001	
5.1506e+000	 -2.3139e-001	7.1594e+000	 5.8713e+001	 -1.6937e-001	
5.1611e+000	 -2.3139e-001	7.1594e+000	 5.8832e+001	 -1.7059e-001	
5.1716e+000	 -2.3139e-001	7.1594e+000	 5.8827e+001	 -1.7090e-001	
5.1820e+000	 -2.3139e-001	7.1594e+000	 5.8724e+001	 -1.6937e-001	
5.1925e+000	 -2.3139e-001	7.1594e+000	 5.8660e+001	 -1.6724e-001	
5.2030e+000	 -2.3139e-001	7.1594e+000	 5.8535e+001	 -1.6937e-001	
5.2134e+000	 -2.3139e-001	7.1594e+000	 5.8602e+001	 -1.6876e-001	
5.2239e+000	 -2.3139e-001	7.1594e+000	 5.8696e+001	 -1.6907e-001	
5.2344e+000	 -2.3139e-001	7.1594e+000	 5.8744e+001	 -1.7120e-001	
5.2448e+000	 -2.3139e-001	7.1594e+000	 5.8777e+001	 -1.6876e-001	
5.2553e+000	 -2.3139e-001	7.1594e+000	 5.8863e+001	 -1.6876e-001	
5.2658e+000	 -2.3139e-001	7.1594e+000	 5.8810e+001	 -1.7059e-001	
5.2762e+000	 -2.3139e-001	7.1594e+000	 5.8838e+001	 -1.7059e-001	
5.2867e+000	 -2.3139e-001	7.1594e+000	 5.8688e+001	 -1.7029e-001	
5.2972e+000	 -2.3139e-001	7.1594e+000	 5.8655e+001	 -1.6968e-001	
5.3077e+000	 -2.3139e-001	7.1594e+000	 5.8824e+001	 -1.7059e-001	
5.3181e+000	 -2.3139e-001	7.1594e+000	 5.8974e+001	 -1.6998e-001	
5.3286e+000	 -2.3139e-001	7.1594e+000	 5.8835e+001	 -1.6846e-001	
5.3391e+000	 -2.3139e-001	7.1594e+000	 5.8810e+001	 -1.7059e-001	
5.3495e+000	 -2.3139e-001	7.1594e+000	 5.8780e+001	 -1.6998e-001	
5.3600e+000	 -2.3139e-001	7.1330e+000	 5.8871e+001	 -1.6968e-001	
5.3705e+000	 -2.3139e-001	7.1330e+000	 5.8777e+001	 -1.6937e-001	
5.3809e+000	 -2.3139e-001	7.1330e+000	 5.8818e+001	 -1.6968e-001	
5.3914e+000	 -2.3139e-001	7.1330e+000	 5.8868e+001	 -1.7059e-001	
5.4019e+000	 -2.3139e-001	7.1330e+000	 5.9021e+001	 -1.6998e-001	
5.4123e+000	 -2.3139e-001	7.1330e+000	 5.8904e+001	 -1.7059e-001	
5.4228e+000	 -2.3139e-001	7.1330e+000	 5.8968e+001	 -1.6968e-001	
5.4333e+000	 -2.3139e-001	7.1330e+000	 5.8791e+001	 -1.7029e-001	
5.4438e+000	 -2.3139e-001	7.1330e+000	 5.8868e+001	 -1.6937e-001	
5.4542e+000	 -2.3139e-001	7.1330e+000	 5.8899e+001	 -1.6907e-001	
5.4647e+000	 -2.3139e-001	7.1330e+000	 5.8996e+001	 -1.6968e-001	
5.4752e+000	 -2.3139e-001	7.1330e+000	 5.8927e+001	 -1.7120e-001	
5.4856e+000	 -2.3139e-001	7.1330e+000	 5.8968e+001	 -1.7029e-001	
5.4961e+000	 -2.3139e-001	7.1330e+000	 5.8993e+001	 -1.6998e-001	
5.5066e+000	 -2.3139e-001	7.1330e+000	 5.8846e+001	 -1.7181e-001	
5.5170e+000	 -2.3139e-001	7.1330e+000	 5.8849e+001	 -1.6998e-001	
5.5275e+000	 -2.3139e-001	7.1330e+000	 5.8993e+001	 -1.7029e-001	
5.5380e+000	 -2.3139e-001	7.1330e+000	 5.9237e+001	 -1.7090e-001	
5.5484e+000	 -2.3139e-001	7.1330e+000	 5.9085e+001	 -1.7151e-001	
5.5589e+000	 -2.3139e-001	7.1330e+000	 5.9196e+001	 -1.7151e-001	
5.5694e+000	 -2.3139e-001	7.1330e+000	 5.9221e+001	 -1.7181e-001	
5.5798e+000	 -2.3139e-001	7.1330e+000	 5.9246e+001	 -1.7151e-001	
5.5903e+000	 -2.3139e-001	7.1330e+000	 5.9248e+001	 -1.7242e-001	
5.6008e+000	 -2.3139e-001	7.1330e+000	 5.9176e+001	 -1.7120e-001	
5.6113e+000	 -2.3139e-001	7.1330e+000	 5.9179e+001	 -1.6968e-001	
5.6217e+000	 -2.3139e-001	7.1330e+000	 5.9129e+001	 -1.6998e-001	
5.6322e+000	 -2.3139e-001	7.1330e+000	 5.9074e+001	 -1.7059e-001	
5.6427e+000	 -2.3139e-001	7.1330e+000	 5.9140e+001	 -1.7212e-001	
5.6531e+000	 -2.3139e-001	7.1330e+000	 5.9093e+001	 -1.7090e-001	
5.6636e+000	 -2.3139e-001	7.1330e+000	 5.9187e+001	 -1.7242e-001	
5.6741e+000	 -2.3139e-001	7.1330e+000	 5.9024e+001	 -1.7090e-001	
5.6845e+000	 -2.3139e-001	7.1330e+000	 5.9174e+001	 -1.7120e-001	
5.6950e+000	 -2.3139e-001	7.1330e+000	 5.9182e+001	 -1.6937e-001	
5.7055e+000	 -2.3139e-001	7.1330e+000	 5.9124e+001	 -1.7151e-001	
5.7159e+000	 -2.3139e-001	7.1330e+000	 5.9088e+001	 -1.7151e-001	
5.7264e+000	 -2.3139e-001	7.1330e+000	 5.9132e+001	 -1.7059e-001	
5.7369e+000	 -2.3139e-001	7.1330e+000	 5.9162e+001	 -1.7242e-001	
5.7473e+000	 -2.3139e-001	7.1330e+000	 5.9162e+001	 -1.7120e-001	
5.7578e+000	 -2.3139e-001	7.1330e+000	 5.9262e+001	 -1.7212e-001	
5.7683e+000	 -2.3139e-001	7.1330e+000	 5.9212e+001	 -1.7120e-001	
5.7788e+000	 -2.3139e-001	7.1330e+000	 5.9348e+001	 -1.7059e-001	
5.7892e+000	 -2.3139e-001	7.1330e+000	 5.9251e+001	 -1.7029e-001	
5.7997e+000	 -2.3139e-001	7.1330e+000	 5.9265e+001	 -1.7303e-001	
5.8102e+000	 -2.3139e-001	7.1330e+000	 5.9412e+001	 -1.7303e-001	
5.8206e+000	 -2.3139e-001	7.1330e+000	 5.9287e+001	 -1.7181e-001	
5.8311e+000	 -2.3139e-001	7.1330e+000	 5.9207e+001	 -1.7242e-001	
5.8416e+000	 -2.3139e-001	7.1330e+000	 5.9160e+001	 -1.7151e-001	
5.8520e+000	 -2.3139e-001	7.1330e+000	 5.9151e+001	 -1.7120e-001	
5.8625e+000	 -2.3139e-001	7.1330e+000	 5.9309e+001	 -1.7151e-001	
5.8730e+000	 -2.3139e-001	7.1330e+000	 5.9248e+001	 -1.7151e-001	
5.8834e+000	 -2.3139e-001	7.1330e+000	 5.9287e+001	 -1.7212e-001	
5.8939e+000	 -2.3139e-001	7.1330e+000	 5.9481e+001	 -1.7120e-001	
5.9044e+000	 -2.3139e-001	7.1330e+000	 5.9368e+001	 -1.7242e-001	
5.9148e+000	 -2.3139e-001	7.1330e+000	 5.9340e+001	 -1.7303e-001	
5.9253e+000	 -2.3139e-001	7.1330e+000	 5.9318e+001	 -1.7120e-001	
5.9358e+000	 -2.3139e-001	7.1330e+000	 5.9493e+001	 -1.7273e-001	
5.9463e+000	 -2.3139e-001	7.1330e+000	 5.9276e+001	 -1.7090e-001	
5.9567e+000	 -2.3139e-001	7.1330e+000	 5.9495e+001	 -1.7212e-001	
5.9672e+000	 -2.3139e-001	7.1330e+000	 5.9362e+001	 -1.7242e-001	
5.9777e+000	 -2.3139e-001	7.1330e+000	 5.9429e+001	 -1.7303e-001	
5.9881e+000	 -2.3139e-001	7.1330e+000	 5.9334e+001	 -1.7395e-001	
5.9986e+000	 -2.3139e-001	7.1330e+000	 5.9387e+001	 -1.7334e-001	
6.0091e+000	 -2.3139e-001	7.1330e+000	 5.9376e+001	 -1.7273e-001	
6.0195e+000	 -2.3139e-001	7.1330e+000	 5.9509e+001	 -1.7212e-001	
6.0300e+000	 -2.3139e-001	7.1330e+000	 5.9479e+001	 -1.7273e-001	
6.0405e+000	 -2.3139e-001	7.1330e+000	 5.9470e+001	 -1.7151e-001	
6.0509e+000	 -2.3139e-001	7.1330e+000	 5.9562e+001	 -1.7273e-001	
6.0614e+000	 -2.3139e-001	7.1330e+000	 5.9556e+001	 -1.7273e-001	
6.0719e+000	 -2.3139e-001	7.1330e+000	 5.9523e+001	 -1.7456e-001	
6.0823e+000	 -2.3139e-001	7.1330e+000	 5.9437e+001	 -1.7303e-001	
6.0928e+000	 -2.3139e-001	7.1330e+000	 5.9473e+001	 -1.7456e-001	
6.1033e+000	 -2.3139e-001	7.1330e+000	 5.9440e+001	 -1.7303e-001	
6.1138e+000	 -2.3139e-001	7.1330e+000	 5.9598e+001	 -1.7365e-001	
6.1242e+000	 -2.3139e-001	7.1330e+000	 5.9462e+001	 -1.7181e-001	
6.1347e+000	 -2.3139e-001	7.1330e+000	 5.9429e+001	 -1.7151e-001	
6.1452e+000	 -2.3139e-001	7.1330e+000	 5.9404e+001	 -1.7334e-001	
6.1556e+000	 -2.3139e-001	7.1330e+000	 5.9562e+001	 -1.7273e-001	
6.1661e+000	 -2.3139e-001	7.1330e+000	 5.9465e+001	 -1.7334e-001	
6.1766e+000	 -2.3139e-001	7.1330e+000	 5.9615e+001	 -1.7487e-001	
6.1870e+000	 -2.3139e-001	7.1330e+000	 5.9587e+001	 -1.7303e-001	
6.1975e+000	 -2.3139e-001	7.1330e+000	 5.9595e+001	 -1.7303e-001	
6.2080e+000	 -2.3139e-001	7.1330e+000	 5.9562e+001	 -1.7273e-001	
6.2184e+000	 -2.3139e-001	7.1330e+000	 5.9573e+001	 -1.7395e-001	
6.2289e+000	 -2.3139e-001	7.1330e+000	 5.9606e+001	 -1.7273e-001	
6.2394e+000	 -2.3139e-001	7.1330e+000	 5.9709e+001	 -1.7273e-001	
6.2498e+000	 -2.3139e-001	7.1330e+000	 5.9493e+001	 -1.7334e-001	
6.2603e+000	 -2.3139e-001	7.1330e+000	 5.9490e+001	 -1.7242e-001	
6.2708e+000	 -2.3139e-001	7.1330e+000	 5.9576e+001	 -1.7303e-001	
6.2813e+000	 -2.3139e-001	7.1330e+000	 5.9540e+001	 -1.7212e-001	
6.2917e+000	 -2.3139e-001	7.1330e+000	 5.9653e+001	 -1.7303e-001	
6.3022e+000	 -2.3139e-001	7.1330e+000	 5.9617e+001	 -1.7426e-001	
6.3127e+000	 -2.3139e-001	7.1330e+000	 5.9606e+001	 -1.7334e-001	
6.3231e+000	 -2.3139e-001	7.1330e+000	 5.9623e+001	 -1.7456e-001	
6.3336e+000	 -2.3139e-001	7.1330e+000	 5.9759e+001	 -1.7548e-001	
